ID,Is_Lead
2QCXUVZ2,0.82417234
PRSKT6VN,0.041658236
95YASMTL,0.04403445
VIJZWYR6,0.370023123
JH7MI5C3,0.30707186
Y2YRVNKM,0.127864421
NHPEZBHM,0.127100654
CGQIDXIG,0.081424463
QD4ER6HV,0.062240891
RKUU4QMY,0.172430235
DDHMVHNX,0.185810358
CVXE7ATJ,0.040763057
AD6ZRZLQ,0.388196227
DNPJJCDJ,0.046480904
Q5KWWZHP,0.029636633
7FB72GNC,0.029990205
E4HSY4SW,0.107745768
GVYTXNJZ,0.087896592
C3JVFGQE,0.169133172
BU55CXSZ,0.041155814
KJ6RG4ET,0.838089393
FTT4THKJ,0.524965386
YPDK9XLP,0.027378629
EWFRW64H,0.851734692
29SWQTTL,0.083948318
JKGWU8H5,0.41188301
TDDGP4FP,0.04525112
KQ26HOKY,0.351275057
SSTHSQY7,0.042149606
KZIKURUW,0.323012524
FQK3VZNP,0.059823606
3PXOZVAS,0.314398364
PPZD4JJZ,0.023938175
FNQ6VYIG,0.486255235
ZSTWSV5D,0.846599281
3OGX5JDE,0.194746593
L4SSSANR,0.04150929
EVKKMZJT,0.045207433
MELXSYBZ,0.050250123
6A3THBCF,0.036463636
FFZZ7VV3,0.0552558
EVBZXZPX,0.194877379
7OZC5BUT,0.031488057
MGESJDLM,0.093522779
D2ZPGWGP,0.050079793
4QMTAEEB,0.12974904
NAYX4JJC,0.185222027
IKSF7Y67,0.043373825
9YPOKNE8,0.029043584
U4F6NFFE,0.037034226
LOAWNSDD,0.044228393
8VMRELPP,0.14411036
M4B4EK5U,0.150784537
MZ3ADIBD,0.472628009
VSBMJRYD,0.064027779
TGBDYPWF,0.083206047
E6DCHSYI,0.043324061
92YTPZYX,0.864911712
HKQODVSN,0.028117877
UR8ETGRR,0.156529288
DMCQWGWJ,0.059727912
ZRWPUNBQ,0.14281421
AVMGEEZW,0.901595061
NCXLXBYF,0.047037432
BJQMYYBR,0.017459881
RAXUIX5G,0.04942609
2EUREAMK,0.093736258
GPNAAG24,0.035159674
JKGKRYU2,0.034617581
JNNUYE3W,0.859703834
WHCQZ5DQ,0.500716882
GVRBAGN5,0.020193366
SH5SITW6,0.034610088
NCQF8KXG,0.364278335
8KKT6V7D,0.141021259
ASTG8RJG,0.324176572
N28FNFZ8,0.042154604
TTWB4OB7,0.054158116
3HSCUFHM,0.092112783
DB6EPIRO,0.074352886
8AGRDRHF,0.489057835
47VHHPUQ,0.174072946
VLRMAKGK,0.067769138
QVIXF4SD,0.15111723
K7WUC7A8,0.969295297
CUZERKTQ,0.284499746
T4RSSMUT,0.046883359
QCPTTXQU,0.043182819
SJZRUJ5D,0.123230424
JP4IE95N,0.309323755
2CMYRUND,0.725264324
ZNDLXJAI,0.03499699
EKNKGWIK,0.754600175
DQBPHRQU,0.022226645
7KF9LHRJ,0.162396424
BTKXFVMR,0.035240096
JDTRACZG,0.027502984
YZZXTJKY,0.117355234
HXP8FS75,0.51161516
JADBHSWX,0.078255179
JFXZASVN,0.210028606
QZETWUVH,0.825853181
PGDVMC9S,0.818848439
EXDP5YBG,0.247789905
NNMZIX2H,0.04080914
3XXCLVLS,0.046180967
U6REPCDO,0.064237311
NYGNEWEQ,0.887430061
IM5SERDS,0.049182007
7SRFW6X2,0.357962038
EGJSWAJY,0.053066167
MQV8RQM8,0.052575332
JRPPV4IW,0.110367852
DEJZPKWC,0.031873737
BPKTRNPR,0.029435452
MJJJTWWT,0.253281612
SF6ED69B,0.885926547
6ZQCMQAX,0.042201444
CVZRMJBX,0.324009563
JMPMDWDW,0.121907109
6ZYEZDYR,0.094608807
R2MPAEMS,0.073317971
G8RD9WY7,0.036319923
MJN6Q4HD,0.436760178
H9A9CVMV,0.585888024
ATWJKSZI,0.045515662
CDFHRRL9,0.007773359
FY6F7ZKX,-0.012265112
JACNHNSA,0.043770312
BLFUUC7Y,0.021682096
JOPJSBZC,0.084038888
GIE72CMQ,0.128430979
2UFCANPJ,0.086476086
NSFTCGNV,0.050593807
A4ICAZAN,0.790056153
BYRGJA9V,0.121241673
MTT5CWUU,0.220325849
JMGCS4VN,0.047219423
99PIYU5R,0.039592118
OEDHKZ86,0.023140439
QDAMZSUG,0.400130112
KVYJUJQM,0.251765486
EYZMFYKA,0.051382182
EBRDFNOG,0.118976955
EPTMUYQQ,0.045424852
IJ4STJYS,0.028971211
EZCLABNE,0.179942963
XSXBBCYC,0.25166157
CZT5LPO9,0.043644719
2UECTZXQ,0.084084313
IMPCQ4MK,0.843284338
FSLFR8TW,0.038373292
J5DTRQMN,0.044269569
IJS2GHRC,0.040957227
8GNUBDUF,0.039593811
VUYHAZXH,0.017850725
AF7KNWHW,0.039955956
MUZLW9HM,0.041856948
DB6U8XYF,0.064133092
3GMZCNS8,0.016723143
4KFMC56C,0.074915992
KNNVYAFZ,0.017533155
J5Z5DQN7,0.833465521
B7A8JBNJ,0.053022408
BJFSRU5P,0.03050448
DVR5GWWR,0.053548101
WTGNTJOD,0.057090328
CPMQQIUX,0.086013529
4VDCRPS7,0.048054078
QIB2VQHD,0.111089805
JFXTDHNJ,0.859055023
4PBECXJM,0.03923856
9AQ8PIOG,0.363605615
IFXTR9WY,0.044782033
56VKG4WF,0.176937484
IS8JMRYZ,0.510200432
NM2DRU8X,0.330357153
3B8WSMQ5,0.113276798
HRRHGBYG,0.450288912
FWEIZWSP,0.062940541
93KPDYUD,0.01728241
JQJUEQ4V,0.121456099
E2PNP4QE,0.849967777
FZBMTKJT,0.052676029
RBNXALG9,0.458357295
JSKVFYIE,0.079368988
B9USHWKJ,0.030601553
3DNWK2RG,0.068516351
7FGPWWGW,0.039110989
2UENKNCF,0.180508996
FGUGDWB4,0.530775196
VJFJJGNV,0.044540007
VFTQEPWU,0.889956627
NHDZBZVY,0.383860267
LOYRAOHK,0.851813536
EXREYBHJ,0.774178627
WECYNCGV,0.035391004
2MVT2FPK,0.117930359
NJTNCVQE,0.044967021
NFQVCTY6,0.788954911
GUFD9QFM,0.064693117
GKC2EYMC,0.044233269
Y23DNLYM,0.3118812
RDWR2NNU,0.872691925
DSOW6TJY,0.051257032
KRAWUQTY,0.068457646
DHUAACSS,0.043511572
X5AUERJD,0.033377861
OHTF5QSD,0.276747993
TK5FTS25,0.044104714
M8W28GT4,0.063075761
J5LUC3LQ,0.911084909
8XYDMFIV,0.17037266
NFBYDZ8Y,0.335215972
VRPKB9FM,0.300264742
6MEWWJW9,0.045041019
PNWMDY8K,0.068573419
TGM6JD2J,0.018173713
GSX6RMKW,0.978942087
9UEYK8FR,0.2953421
QZM5KTYB,0.050668794
ENBAEDMS,0.038078227
UHQ83UIH,0.047548258
HNVVTTZB,0.039733885
BSENC9CN,0.956489419
4AV23SM6,0.526426344
6ZBEDEQ2,0.151099807
GDUF6QWP,0.005335444
TUNZUCYT,0.252082364
MGA28ZYD,0.835705982
LNWJHMS5,0.439196171
9545WMOT,0.909751355
9ZQZF36K,0.025401287
GNQ3PE3H,0.037017477
PTERGK2I,0.057018071
VMQEBFAQ,0.04890888
52QSB9LY,0.040850901
CGQQHGJM,0.822151058
UYXSGY5E,0.08635853
XZE5KY6Z,0.084328095
HMH342ZV,0.469537482
QLBRSLRK,0.047666939
YEAKRAQZ,0.004201135
I9SMQGBL,0.027225087
4KZKG6EI,0.027785671
6SPC9FLN,0.221189144
JAGP32Q9,0.039581663
JGKSMAYW,0.895414351
GT2VQDRQ,0.272971912
MFPEV2RW,0.831140764
OJTGZ2FX,0.045760233
SENFQGLY,0.232850094
UEYUWF59,0.037924895
KKBOXLFB,0.041206584
R7NQKVUN,0.342617496
WH6SS7BX,0.240823541
Y4AZL8VX,0.136614554
DRBA6Z5N,0.391549796
3RKPYFVE,0.396157359
ANQFO5ZF,0.889166173
6DJKWD6P,0.094637401
7CEECEKF,0.016690184
ZHWGHJRR,0.017608859
2UFBIRL7,0.826760347
U6GGLD3A,0.047930609
LJP49FJW,0.334997581
BJR2MCBG,0.858092498
DHBP8GCL,0.051019586
ZNRRJAYM,0.043184139
WIHXJU3A,0.0676564
LZCVQFNV,0.049149995
5S8PD5WP,0.032790003
YFUFIVQZ,0.04334085
ZEXPR8UU,0.148048651
8FTSQBME,0.848405098
IWTDG7I6,0.444149882
QREIS3RT,0.205193132
E3TFIBYK,0.329210215
WA8ZRR8D,0.182757772
QXPJORER,0.070537903
7WT6FINZ,0.108247759
ARHXUG4B,0.065616364
XY82YM5Q,0.023914863
ABCGEYNH,0.163724708
7FMDKXXT,0.169936013
HJD8FEGB,0.245505962
PVX5WYUB,0.089619631
5XTDWATL,0.049795782
H2ZEMS34,0.572817369
5XAZYWQU,0.475127466
MVP8XESV,0.078882073
SLXY2YDX,0.042518381
JW77WJZ5,0.016944542
HFPTSZIA,0.178788205
IUCQLTGB,0.080353874
RZ3KB5UZ,0.262613308
3HNGFW2N,0.044381571
D9EWXSKF,0.124193414
9S8BZKUB,0.378780156
EPWXLW9P,0.218667915
KUPECLNQ,0.077206616
8XMVPZMJ,0.018227275
UAPDRQQX,0.846136717
5JJP6DYT,0.043819698
CRA4BRT5,0.226803896
DYRSZCQ7,0.043303885
HHJVTZOI,0.969071407
7EJVZ95W,0.433602478
FUZGXQSZ,0.160893422
EKAPGRPQ,0.045222903
6EVL4CPD,0.032898563
SETXE5NA,0.875144377
AZFMCIO9,0.167927912
M8KDIYN4,0.040193985
EXWAO5QK,0.202995541
B8CXBGPY,0.282955576
NAUJKIXO,0.043540572
RXGDXYKF,0.89072368
NE9HFWAU,0.032059717
8NKS6SFH,0.046962641
NWAWW2LG,0.48059506
VHDIA4DO,0.04158554
NWENJXBJ,0.177047951
CLA6DW2C,0.026422901
GBNB93JT,0.080184242
XBXZ8BWE,0.047561452
E7PCLFVD,0.307926968
NSGCSVMR,0.037136808
MNHWA4DU,0.109758049
HNYAGKFG,0.812529943
UCPIQRD2,0.149172186
PYPATUEV,0.118166831
2ESKH6MJ,0.151737089
2GJPDNQL,0.035132881
E8FJFNQB,0.06242919
3TTNTYVZ,0.287201472
ZS8QMUWY,0.974880187
M4LOR8VW,0.041334518
L9KHV5IF,0.80324885
RS5V3APR,0.034531724
HZUFHDWN,0.040633411
PJLZFUKA,0.069094119
EUXGHDQA,0.03976302
ATS9WCDT,0.080611993
HAI49RQV,1.006990601
BHD9ISZC,0.036567513
SIPWJCSU,0.11372816
B3XYSTKG,0.043442961
QF7NWVE9,0.038890663
4MFTDKZG,0.075550259
AUAVXEW7,0.083948801
DFLCEQBX,0.108171133
4WSJ9GG2,0.064961846
XEYGPZBN,0.044408869
BHGYH6WZ,0.162934192
HWXOAHSZ,0.306059605
EI436VHU,0.55521953
WKDMCMHS,0.066046941
WSWE8TFD,0.101522821
QY9M9KUW,0.185375595
OUEIFJVD,0.063867056
HTCSSUDF,0.233574762
HZCXBRD4,0.037556511
BGNH4N5T,0.041156193
KZZAXCPR,0.12783454
MIDMJ5B9,0.41648396
JVHXP3C5,0.043903459
YZXSJ6OX,0.05350498
CYICBAED,0.042130189
KSOMKASR,0.048314656
6VECPKZA,0.322239712
ZKKFBCJH,0.045497618
ZYSY4USS,0.004658739
ZWXHNJ7S,0.877299378
7PK8WQK2,0.024278727
PW5EB99C,0.037896769
ELLYODBM,0.043235278
IQV9L888,0.447455489
C8RPMGZ9,0.041946276
55NZV9DR,0.060595605
BUJHCMCM,0.111861597
FLVBPQBT,0.08850227
SHYY6KHI,0.157022966
HU2SPDDZ,0.015524975
VZPW548Z,0.05634516
RDELFPYW,0.248863853
SKBHN6YK,0.036138506
KAOK33JD,0.016163791
GTVD4WUD,0.391025381
6RPDEOUT,0.863881752
AKOU9DJP,0.035944452
Q79BTN89,0.258545031
BCGNOCYY,0.856016907
64BSCPXK,0.023275914
G6CWJW7F,0.052947556
RSY5DWXJ,0.043723312
9CAFEGJR,0.32773869
HQ5VCDJE,0.034977493
MZZRLQJP,0.09129102
XCSQBHRJ,0.038957719
OEAYBASQ,0.039231233
FSYDNMSR,0.287758532
WLRSFM3W,0.080865408
ELSKXSUJ,0.056222083
JJEWYKHN,0.810612309
CYJ3GUP2,0.035639786
M6ENUVYA,0.044906986
JYP6CKCJ,0.519791811
DNTP52UM,0.077214015
CSG8SDJM,0.02336948
J9O68OI7,0.052704628
I8NAMXU9,0.932909248
MBPTE3AF,0.23594059
JZ6USA8F,0.845871188
HFP9F5VK,0.114961968
CNGXUNPH,0.471749998
UMRXZJDG,0.019401736
SWECSNM8,0.865095461
DKZNUCG8,0.134337793
6BWYT6GE,0.062514462
DKGKDFRT,0.033799725
NF4PMNAH,0.317710817
5BHZKMDC,0.006585352
MWYU4DYG,0.846665875
O42FXEQT,0.198872763
86LWZVKU,0.030155623
JUSJEVHU,0.860424697
WNRD3RWJ,0.064312081
3BRDCPFC,0.107328111
6UQWWDDT,0.024570583
POGBHLXV,0.043636621
CFY9KZ23,0.044657938
QCKDSTMR,0.840758658
3YQZDSEB,0.270168276
CUNSPTTY,0.021358847
EKZMM4AA,0.232832136
ADXAK7G7,0.965312184
MKW4IPEG,0.045734124
4U6E2MZZ,0.02037114
QJLPDDGN,0.424885483
QPVNSK56,0.200787927
GD8U33H5,0.052071237
NKJVYMDP,0.045780127
JRLUSHZE,0.038992048
KU9UYYTS,1.009920787
FP2WZWZZ,1.00170172
TACHS7NE,0.056605509
IBCDJTGC,0.886985064
J7SD2SPG,0.021872266
8JEYK2PP,0.108925473
KJVPTXBV,0.85375295
FV5CZMBM,0.04254235
EYWVUUKX,0.055031555
U96MPZVH,0.066540534
DV7UQFQI,0.813261415
AWAYHADA,0.121025106
M47DVCUH,0.048176007
9EBAPHKG,0.079584129
ICOM6VRU,0.245047754
KCUWWC5Z,0.053224622
NZASMDX3,0.408396142
8MDZ42LE,0.492213316
GBKH33HB,0.044695796
C9Q87SH9,0.069725531
HOTBEGNA,0.042598867
AQTM4UBS,0.400010838
33MNHUHH,0.083214134
EDENZWCS,0.375740062
MBB6ZMZO,0.079112413
JZ5EEBJ8,0.064301503
TNTPWOVE,0.036473687
DJEZ5MQY,0.048014866
IVVUBPJB,0.039908676
FKIM79FH,0.841102196
SOPSFSQR,0.078087417
KPBL2RJR,0.273081576
MPAYY9AD,0.190744436
EAEDD5RX,1.018495798
KRPGD5EW,0.027852608
HJKCZL7O,0.074608785
QRUIZZQI,0.265587717
GV5YBH59,0.041517961
QRHHZRFG,0.069248643
KT4XCUGT,0.044301005
AVBKG4WE,0.230118725
JDYBAGE5,0.477354716
C33BFCXH,0.371165041
JNA2QLRE,0.427863455
ECIKIWPP,0.044454301
WVSZIT4E,0.058713534
8QSFNLZH,0.181540938
ZY2GYVFN,0.353639417
SWC3T983,0.090173371
V6HHS6PR,0.062844646
3LCNGF69,0.134965565
FZHJAIHC,0.065158624
MNJTH3HR,0.05398555
U7F54VEP,0.400851833
XR5E9QFN,0.07477288
JXURVCIW,0.040896975
BHUNF33W,0.589833981
GEDSIQAW,0.041338933
2NKXRGPC,0.045424618
CJ8LAUYW,0.160663432
MYRGS39G,0.131444717
FAP85YMV,0.226504351
5I8GKZCX,0.062898984
HMEY36HD,0.869823412
2XWLX5JG,0.02252908
J8BN7QXX,0.040438842
DCQ33IDC,0.032464477
HFEVDUE2,0.03012657
9UWF9FND,0.220832933
BHWPG4AM,0.78808246
YHD4XWSG,0.04246127
JAWDZOGD,0.429980474
HF8KW2Q8,0.129461404
VMKOYBNU,0.398540502
LCSSPXYX,0.905504766
IPYENBNZ,0.290320512
HW74Y9EB,0.515391011
6TXAZXFK,0.050903289
I9RJSGCS,0.042841533
G9ABQBK4,0.043491051
JRCNKYAM,0.852364812
VW53YIB9,0.861527534
PM525EES,0.061314548
4IVROQWZ,0.855719596
DWEAUY9N,0.115239463
9VYYEDFD,0.01701
DQ3LJKNJ,0.099801769
68KMY7OB,0.003055412
KYF8LQ9N,0.07315652
GVBGLPHU,0.346892638
FQ5VBOIK,0.193306295
CFPV8QZI,0.065982455
KBQSMGWC,0.44355651
9DEZ6TMH,0.025031534
8E6ESRDX,0.333423916
KKXUH8Q4,0.106510725
Y4ZZVU69,0.074215307
W6SAEKDN,0.405884782
YUCQK7JM,0.442387906
HLVMR4HP,0.040965725
NBBXJTUR,0.046582557
KLXQFBAH,0.029134469
A8C9MQCK,0.127923943
F7P7FYSS,0.128627573
BK5ZREVY,0.01934901
MY8B9SVE,0.023779193
VMAJ2PA3,0.876343467
JBQAPRRG,0.185859571
CARQYNVK,0.05531013
METCLANZ,0.026515372
AVFUKSBM,0.021411616
HUH6WKVA,0.19494149
VDWF5KS8,0.054034712
NGG7TKXK,0.100616445
KCZPC48L,0.185286529
H6C52KNX,0.506951892
WW6SXBRE,0.020912988
CA6WETGS,0.876768105
WHPRBJFV,0.130778663
JHRBKGBY,0.037666856
WJ9UPSFC,0.032339762
FSWUPYPR,0.851522818
KZEBGEAS,0.035829291
4FCJXWMJ,0.12578737
LDQTP4ED,0.921105244
8DD79JM8,0.040582757
NINQEHU4,0.184149415
PMPSYAGP,0.058886595
PLMCFPL3,0.047734959
EUHVDYSU,0.060799742
MZ5HUBNT,0.038885204
NGYCF86R,0.055414231
AZAN4QCZ,0.14467084
8TP2TAJF,0.07624501
ABQ57GAT,0.040010111
C2GLJRKV,0.157348753
3EVBHYHG,0.031154512
BDXZGTPP,0.313555949
WEAOGVCE,0.817832728
SK6KMQDA,0.032958365
DVHTHRCX,0.038427294
UEINLNVI,0.088651827
DGBKNGWC,0.03799806
AKZ5RTWV,0.085052325
SSCZDHHW,0.042638038
C8VVOX8U,0.08687053
DGYKZAPQ,0.123296774
KWQWUQRX,0.035104582
KQRUNHPY,0.133627503
8BKT4GWR,0.073069202
GVAJNFSX,0.099796895
HLCEPW8C,0.04919439
TEKZKVJN,0.096418383
9JLG2IOE,0.051220083
6Y8ZWL8M,0.034250937
WVLWUNOB,0.071520672
XTWCZEVI,0.043181573
XBE4WSYT,0.080473788
JJBHSX3Z,0.194357915
MICTEMUV,0.059351803
KA7MMPSD,0.046440491
HXQSEUEN,0.048176649
HWDK6FYJ,0.052042964
QKBANCMJ,0.302156259
DMHRNTMP,0.057459452
KQJH7TMV,0.434684274
BYBBVD4F,0.022897471
LJMJUD3D,0.030461889
JENZARVD,0.501676685
9IUZT7NI,0.050834198
KFBKN8FJ,0.028014856
E5RQGFWC,0.946289885
KUS7EVYH,0.398011606
BUXPSWUZ,0.0846105
EKAVCAUG,0.739432375
FCMYB5KH,0.056593641
FUASCC9J,0.051463578
EKAMTE2L,0.122194237
YAWKXQFE,0.101401612
4XJVKYMZ,0.105524452
IVMDNPTV,0.58572843
EZXZYUMU,0.047665835
BG2G2BZV,0.890050592
EOOB8PDU,0.104719363
M73FDGRN,0.074892352
WFC89YYG,0.039708725
EBP49ANA,0.307008659
6CK4ZWZD,0.043957238
W3WGEJSD,0.041994186
L4HVXJCC,0.036186274
WFRZXKTU,0.029093258
SMUH8PWK,0.192580259
AUGS5LYZ,0.480386116
AJGQERKD,0.041401023
MGLY6T7L,0.064602622
ZY5F5FCH,0.039702406
AVPCDGPS,0.044599407
4MCQD23S,0.043249106
5JEWYG48,0.026205127
OMSCB96R,0.084551964
E6BEJNIV,0.038436034
N8BHAEET,0.057830363
JGRJTVGU,0.409902743
PAJPIO8R,0.398156904
KTYVWAZE,0.036343011
KZAXDX5K,0.02129564
H6ZO4KRV,0.061536728
CYNPI9BE,0.073685723
DHNN3UCZ,0.037414634
HHXLRF9H,0.222183197
EXPUORDQ,0.045926715
2NEHCUU4,0.251612798
BQG373HN,0.044967708
GGZ7IAQ8,0.136521372
DF74ODMB,0.043845414
EOHXEYQW,0.040558226
AWE5Q8CI,0.27878435
KBNJMJWT,0.067292234
KC5RDYST,0.098429284
ESPUM3CG,0.868442302
MFOWPXTX,0.154584497
CQB7EAWD,0.046009601
JGPMJJVR,0.036181241
A57QVYRB,0.117257951
4VWMJF4H,0.520124406
MR793G6G,0.081248642
4LTRVHDF,0.042964129
AQGEZSSW,0.043163627
ONX7VKBP,0.035863944
NBONA6QJ,0.844197638
BLZ9IKH8,0.034286123
K3RF66FJ,0.500388586
IFXF3JSL,0.339853272
JSXEBNRM,0.057455894
EJXKRM58,0.052967504
AUAWU8BH,0.8369425
J4XFWZDO,0.40193285
FEOPDBUS,0.039547084
5XBG69MW,0.245507451
FZXPUXGR,0.035154568
FIHSKHRH,0.063313408
C2ETX6TQ,0.383439877
IE2HMYVE,0.145330181
HP8FVGMP,0.417158616
PACJYCTB,0.024783517
D3JZCGPU,0.228021908
6CGVQVVR,0.314132902
SVRZIYDP,0.528393346
KUWM2ZZ6,0.994693034
5KTR3HVO,0.028873974
EJDQVSBS,0.13423481
GBMQNAHS,0.057737553
QZMNHTHC,0.586827343
HJJTXE6W,0.036102587
HAWLTTKI,0.061245746
NUXGQE8Z,0.048349357
EAFCXXUB,0.264253228
GXZKFGF9,0.953660987
EX2LMYA7,0.874457485
IUFJJ8G4,0.854031967
CFJPF2V2,0.269749333
J7U9C47Z,0.069970349
H4IJSXYX,0.105929288
D4YQBO9V,0.04556733
W9YTP8RT,0.023322267
HGKM4CCW,0.11966295
I2DDJCXV,0.116861766
V6JRXA9V,0.043589228
P7CBDYWU,0.230535968
9GJID8DJ,0.017848856
8F7P9TOD,0.04147649
TBHDK6QS,0.263328155
EFHGM6UA,0.406437222
5PYXKMZH,0.04429637
W8UDIVPN,-0.00672996
7J9AKMVJ,0.055467451
EU3GAEDW,0.054091169
CIVJUQAZ,0.047604553
JPAQDQPA,0.266100426
5GDMFBPN,0.020438024
ZIXECBFO,0.118199708
N8I6USSJ,0.55422926
9JA4AMRN,0.811217881
NNFVV3V8,0.111593684
V8V9PHJ7,0.091570702
XMPGPAZY,0.256919497
FREQPUOD,0.476330001
92VXSTTE,0.010629884
QTB8GYSB,0.320749552
XXKJZBGX,0.05206127
GJYFOT89,0.211206039
DYDKDMNW,0.047951975
9FD53GAE,0.077077818
ZXLFXBYP,0.847413545
HQ9N87RV,0.070846871
JVRNKJED,0.043188508
ANPRSWQL,0.01906814
FEVRNJSF,0.144832395
GVSBMRQJ,0.392983164
KP3PQWTU,0.041999246
H4ZRAX5M,0.073868997
BHVR3MK5,0.297373123
6NWDEZOH,0.0338652
K8RVBNYZ,0.042350515
9JE2BKNK,0.111519659
QFEEHTOJ,0.863642158
2YZLFVZR,0.087082735
9G34ZXMD,0.048205298
H2N55CIQ,0.056789001
PJFMMSXA,0.249506337
52LYWZN9,0.065196797
UVS4JHT3,0.444256113
KTDMFBPH,0.040364619
S6MLYO9Q,0.041637061
AND74FPT,0.013872185
CBNNOXYE,0.179603888
TDSZVZZZ,0.043584678
EN4WSGPP,0.123851731
SCUVKZMH,0.067049497
NU97EUM7,0.222071885
UQPIYJRC,0.043175934
YZ5PXXYE,0.86873945
MWNCZK5W,0.071608672
DVHCBNED,0.040192673
C4XMKA8K,0.411451825
N92XVUXN,0.262783294
VOHURR9I,0.565947745
PYCXXKBA,0.046503576
EPNCTX56,0.048333622
4NNUPX7U,0.042283743
XHEXXJYA,0.432065804
DXE8JNFT,0.167733286
RRB9GYAR,0.072101192
DKPAXEV9,0.048633255
2GW9FRAS,0.846727108
DXTGTKUF,0.040950811
M3NCBYQF,0.041882868
BVQGDJG3,0.046392902
MEMBT3QA,0.849609908
ZN5RIMZU,0.410643319
XHG2LXFO,0.017975501
JDBDW7LK,0.889508264
4CZYF5BG,0.500924641
JOGZVC4Z,0.045471433
FUZ3XEVS,0.185155138
XH2GIXUF,0.03298696
6JHEAWPA,0.056054495
BOUBCEBP,0.064637444
RPGVM3EU,0.042499549
IFYJQUQW,0.318492043
ZUSPUUPX,0.72571393
RLVNQAAB,0.758465903
HGBCV2ZW,0.068967983
8X8RVMRB,0.0427816
4WBH6GJ4,0.062287676
4AZJBHMW,0.061302041
FHIJWIEE,0.038214179
7CBXMKFZ,0.084067815
CSHNNZZV,0.070460042
3KGR38TX,0.222183787
FRPWGAJ7,0.086285838
EJMEZEEC,0.450351091
NQGBGAO3,0.40763775
AQAJTZS9,0.306441125
LSMWLPAN,0.018180693
SNBCGAAA,0.250011451
K7Z6UXAF,0.220163635
7YACX76Q,0.07232354
QMP4AZNI,0.060017546
3Z94K7EU,0.185746093
B5EDDEMD,0.043533611
MIBZE6YV,0.047707383
4G64UF8M,0.834074438
KG95IQU7,0.382196625
CTDWFZKL,0.15774216
PVHJV7YI,0.042315843
RQKJT8GN,0.044349897
ND68BFFF,0.830163257
CTFT8HPJ,0.047280664
PNDEHUNK,0.023719719
IV5ZZ35M,0.045726267
CCDQZDRC,0.037107687
FMUIDYER,0.044556173
HSVX5JY5,0.044514838
T4FVUTBZ,0.269903771
B82HB2QR,0.032493531
NIH8Q2MS,0.87101983
LYDKNNAP,0.100900055
8J3WUTBY,0.042237129
LKJWCM9A,0.081896773
EVQUMKWJ,0.300724086
2KUDHAQH,0.502095709
RXV6BWVR,0.381095428
MLPYJ8EG,0.092938122
JKDKCZGA,0.062693718
BLNAAVXZ,0.830373854
KWXVYJMY,0.049674674
TQGUPWW3,0.286045721
UE7ADDKV,0.083784091
DXULIVUA,0.138217789
ME67CDH3,0.071134685
PKQQG3CR,0.094962764
NJI6MWOX,0.803514657
ZNPJUQQE,0.328779803
ZPC6BKEW,0.02165113
MCJEECD2,0.110588959
9VZVQJI2,0.022758469
G2KX7GVK,0.043983668
DPTP5CY6,0.047681846
8GZKEXHS,0.1620996
XOPA4E9T,0.822158584
MMPMG6DA,0.057415284
WLK5FQCC,0.048040669
ENWMBCBC,0.242261499
BSESV4WZ,0.212880596
RFQZUQ5S,0.086319198
OWY5Z2EA,0.028432521
WHCAJ7CP,0.01290257
DIPLHKOE,0.374137323
CWKP3RZY,0.046532876
LQZY3U7R,0.038045727
TQC8BPD5,0.055221947
EWSAWZQG,0.461734303
4I8HVFW4,0.113802191
GXCLX3CT,0.098367493
HTCN2H9Y,0.435770704
CRYQWPJ5,0.043092075
USXMR5JQ,0.412083053
G2SHBXYT,0.871601157
9BTUS4KA,0.039319302
8WXBZVG7,0.825284947
FCHU8MJS,0.165184781
BSQE9AJU,0.550721588
GKYA63W4,0.086080434
N6NBK6YH,0.240083198
YPWQCGT3,0.363472937
VFTMYFHV,0.786271569
DYJ2ZEOY,0.025798933
ZNCD6RZX,0.026424669
EHPU9AIY,0.040588826
KIVZGGIJ,0.038656337
ZBPRC9RG,0.032537062
5CQQZZNC,0.063478058
QWZN9TTE,0.829433237
LZEJSUMC,0.103821866
FEVFBS59,0.136115412
VNQOB59E,0.87032056
2I9AWMMB,0.546828861
S8XSVMPJ,0.370583024
YJYDB9ZS,0.41093399
VB5RZTD2,0.046092544
8GY8ZFBB,0.053437699
KTYEXN6H,0.204962731
Y4QUF8PJ,0.002678631
XNLKDBHV,0.055324511
MFQY6ROR,0.824449455
JQ3B34OU,0.039120814
RZQP7QBD,0.896777545
6DZK3QQD,0.036538261
FDWWHUKA,0.023200977
ILMOM9HC,0.326342482
5TEXHFHL,0.051920697
XSBQXS2R,0.057568191
KWV8UACP,0.056462966
AFHQQAHB,0.084508106
AP6CCZ2N,0.017483736
NVTMR7IN,0.047118219
NHDXRHHW,0.04721629
IJZTJGEM,0.541082626
DXZ9KMSC,0.050452335
RRHVAQKL,0.318867911
PHX5GS3H,0.050411194
EDKHG5QV,0.034608883
43JFRWPQ,0.865881112
QCPN9V9S,0.110577513
25MCDVSB,0.059778626
6GID747Z,0.088119229
GMVGECUS,0.282401658
XTQCC5PQ,0.042095721
FRWMMZI2,0.87554476
FX4HOUIP,0.01884235
CGR6KVZA,0.876755102
AI9CVXAY,0.964642176
HBZLWDP6,0.198611372
LCWNGUTS,0.063575384
EVXGECP5,0.227192175
R2EKISSY,0.022763671
ATTXONOE,0.01528594
